dialect	standard
끄래 현제로 바서는 여 한 배 칸 이시 포저 이 저네 반는데 요샌 에읍백이시 포도 쪼끄머 이기 이 여리요	그래 현재로 봐서는 여기 한 백 한 이십 호 어저 이 전에는 봤는데 요새는백이십 호도 조금 이게 이 여려요
배기시 포도 여린 내에서 우 깅으 우릭 깅가들 사능 게 오시비 안 데 께래용	백이십 호도 여기 내에서 우리 김가 우리 김가들 사는 게 오십이 안 될 거에요
한 사십 정도 보고 저 사암들 한은 한 오시 폰 게음 마즈 꺼 테이 지그므로바 가주언녀	한 사십 정도 보고 저 사람들 한 한 오십 호 보면 맞을 것 같아요지금으로 봐 가지고는요
사는 호수 수짜로 바 가즈어넌	사는 호수 숫자로 봐 가지고는
끄엄며는 지금 어째뜬 처음 이프 이 마을 시작뗑 그너 아까 파로언 스애앵께서 먼저 어여 의성김무네서 인제 파로언 스애앵께서 이 마으를 개처글 하셔꼬 그 다으메 집성초느로 쭝 뉴지데다가 이제 타성바지들도 께 드롸 가지우 산다 그지예	그러면은 지금 어쨌든 처음 입향 이 마을이 시작된 것은 아까 팔오헌선생님께서 먼저 의성 의성김씨문에서 인제 팔오헌 선생님께서 이 마을을 개척을 하셨고 그다음에 집성촌으로 쭉 유지되다가 이제 타성바지들도 꽤 들어와 가지고산다 그렇지요
끄르서 그러믄 찌굼 한 타성바지드른 주로 어떤 사암들 머 그 머 드롸가 이씀미까	그래서 그러면 지금 한 타성바지들은 주로 어떤 사람들 뭐 그 뭐 들어와서 있습니까
각성이든 찌웅 각성이래 이에읻 지금 바서너 농사지은 타성들또 농사진는사라민 한 메 단 데곧 주버 인데 머 장터어 가서 장사도 하고 운전도 하는 사람들 먿 주로 인제 그래에 사고 이찌 머에 지금 바서는	각성이든 지금 각성이야 이 지금 봐서는 농사짓는 타성들도 농사짓는 사람은 한 몇 안 되고 주로 인제뭐 장터에 가서 장사도 하고 운전도 하는 사람들 뭐 주로 인제 그래 살고 있지 뭐요 지금 봐서는
으베서 가까우니까웨지으 타성바지드리 드롸서 마니 산다 그지에	아 읍에서 가까우니까외지의 타성바지들이 들어와서 많이 산다 그렇지요
그러면 지금 인저으 어르싱 그엄며너 이 한 해방 전후나 이때엔 쯔엄메넌 해방 저누나 유기오 전후 때는 여기 집성처 집 완전 집성초니여씀미까	그러면 지금 인제 어르신 그러면은 이 한 해방 전후나 이때쯤에는 해방 전후나 육이오 전후때는 여기 집성촌 집성 완전 집성촌이었습까
글때능 끄어 거이가 멛 칩 메 찝 써께 사라찌히	그때는 거기 거의가 몇집 몇 집 섞여 살았지
타성드리 사러도 주루 깅가드리 마이 사러쩨요	타성들이 살아도 주로 김가들이 많이 살았지요
유기오 사변 전후 해 가지오넌	육이오 사변 전후를 해 가지고는
그럼며너 어째뜬 지금머 타성바지드리 제범 마니 사는 그런 마으리다 그지예	그러면은 어쨌든 지금은 타성바지들이 제법 많이 사는 그런 마을이다 그렇지요
그러쳐 마자 마이 사능 마이 살제 그으거	그렇지요 맞아요 많이 사는 많이살지 그것
어째뜨 그래도 머 어째뜬 요즘 다른 마으레 비해스너의성 김씨드리 마니 모이서 사는 집성초니라 할 순 읻슬 정도로 마니 사시능 그 까씀미다	어쨌든그래도 뭐 어쨌든 요즘 다른 마을에 비해서는의성 김씨들이 많이 오여서 사는 집성촌이라 할 수 있을 정도로 많이 사시는 것 같습니다
그르체요 응 그르체머 타동네 대믄 마이 사제	그렇지요 응 그렇지음 뭐 타동네 대면 많이 살지
어르싱 그럼며넌 이 마을 이르메 대해서 함분 머 아시는 대로 혹시 함분 이야기해 주실 쑤 이쓰므 이야기해 주십씨오	어르신 그러면은 이 마을 이름에 대해서 한 번 뭐 아시는 대로 혹시 한 번 이야기해 주실 수 있으면 이야기해 주십시오
웨 받 웨 바라미가 데엔지 또넙 머 해저가 데엔지 그거 함번 이야기해 주실 수 이쓰미 함분 아시는 대로 함번	왜 바라미 왜 바라미가 되었는지 또는뭐 해저리가 되었는지 그것을 한 번 이야기해 주실 수 있으면 한 번 아시는 대로한 번
그게 설명하기가안 난흐 어리푼시 드릉 게 떼 가주 마리야 퍽 에룹뜨라꼬	그게 설명하기가 나는 어렴풋이 들은 것이 돼 가지고 말이야 퍽 어렵더라고
옌나레 여어가 머 바라미라 그능 게 마리제아 그으 은네 게 효 확씰 차네도옌나레 어데 여그 멉파라라 그러 가주고 머 파라 미치 머 뻥어바라미라그르따 소리도 나안데 므 파라라 그능 걸 어델 가주오 파라라 그능 거	옛날에여기가 뭐 바라미라 그러는 게 말이지요 그그 확 확실하지 않아도 옛날에 어디 여기 뭐용두레라그래 가지고 뭐 용두레 밑이 뭐어 바라미라 그랬다는 소리도 나왔는데 뭐 용두레라 그러는 것을 어디를 가지고 용두레라 그런 것인지
파래 미치는 파래 미츠넌 바다 미치이께네 바라미라 그러꼬 그래 지인느 꺼 테요	아 파도 밑은 파도 밑은 바다 밑이니까 바라미라 그랬고 그래 지었는 것 같아요
끄 바 바다 해 짜 해서 머 바다 해 짜 하고 저 엄 미 쩌 짜 써 가주	그 바다 바다 해 자 해서 뭐 바다 해 자 하고 저밑 저 자 써 가지고
미 쩌 짜해저다 그래여	밑 저 자해저리다 그래요
파다그 멈미까	파다가 무엇입니까
저 무럴 이래 대에 노코옴 무리 이비 이쓰먼 여게 무로 우로 퍼 올리능 게래	저 물을 이래 대 놓고 물이 있 있으면 여기에 물을 위로 퍼 올리는 거야
이그래 퍼 올리 가주아이그 그걸	이래 퍼 올려 가지고 그것을
보 퍼 올레 물 푸어능 기구	보 퍼 올려 물 퍼는 기구
므 엉 그 마자 그으래여	뭐그 맞아 그거에요
물 펴능 기구 마자 빠아 파라아 그애능 게	물 퍼는 기구 맞아 용두레 용두레라 그러는 게
그엄머 그게 그업 몸미 물 푸능 기구 그읍 파닥 그어는 마언등 게 오래뒈에씀미까	그러면 그게 그 뭡니까 물 퍼는 기구 그 용두레 그것은 만든 게 오래됐습니까
이 예저 이 이 그래 매엄	어 이 예전 이 이 그렇게 만든
오래데찌 거게엄	오래됐지 그것이
여게 그게 나온다 여 파로온 하파로온 할배미 여게 마리지 이퍙한지가 언제냐 하게 데먼 에 이 경진년 천칠뱅 녀네 여게 동리임 이퍙을 하시꾸만 녀게	아 여기에 그게 나온다 여기 팔오헌 할아버지팔오헌 할아버지께서 여기에 말이지 입향한 지가 언제냐 하게 되면 에 이 경진년 천칠백 년에 여기에 동리에 입향을 하셨구만 여기에
천칠뱅 써이	천칠백이라고 써 있으니
끄어며 쩌어기 이 동리에 혹시 머 주위에 드리 널븐데들 말고 이 산도 야트마칸 산드리 쪼옴 인는데 혹시 산 이름메 대해서 사 알고 게신 산 이르메 대애서 함분 이야기 쫌 함 해 주이소	그러면 저기 이 동리에 혹시 뭐 주위에들이 넓은데들 말고 이 산도 야트막한 산들이 조금 있는데 혹시 산 이름에 대해서 산 알고 계신 산 이름에 대해서 한 번 이야기 좀 한 번 해 주십시오
여 우리 바래므 저 저 보인느 저 사니 바로 학쩡봉이러 그래임비덩	여기우리 바래미 저기 저 보이는 저 산이 바로 학정봉이라 그럽니다
저 학쩡봉을 웨 학쩡보이라 그인머이 저 사늘 보 꺼 트음마 하기 나라가느 형상이래야	저 학정봉을 왜 학정봉이라 그러냐 하면 저 산을 볼 것 같으면 학이 날  아가는 형상이에요
사니 저언 이이 저게 보마 하기 나라간는 사니라 그래 가주고 여이 이동네그에에에엠 아페 사늘 학쩡보이라꼬 그래불러꼬	아 산이 저 이 저기보면 학이 날아가는 산이라 그래 가지고 여기 이 동네 앞에 산을 학정봉이라고 그래음 불렀고
또 저어짜게 저게 보움 쩌 시내 아페 저짜아 또 둥그러여 추 저건누 호골사니라 그으러 호골산	또 저쪽에 저기 보면 저 시내 앞에 저쪽에 또 둥그런 저저것은 호골산이라 그래 호골산
끄르 호골사니라 그능 거는 뜨선 모르게써	그래 호골산이라 그런 것은 뜻은모르겠어
옌나레 저 범두리가 머 호평이라 그른데 범 호 짜가 드르 가주 즈 저걸 호구사니라꼬 지이따 소리도 이꼬 므 그커 그른 소리도 나온데 그게 화실치는아네어우우	옛날에 저 범들이 뭐 호평이라 그러는데 범 호 자가 들어 가지고저 저것을 호골산이라고 지었다는 소리도 있고 뭐 그 그런 소리도 나오는데 그게확실하지는 않아요
으 이 그 그르코 응 으 그 그게배께 머 사네 대항 건는 응 거 벨룸 멍	어이 그 그렇고 응그 그것밖에 뭐 산에 대한 것은 응 그 별로 뭐
산 사늠 머 한두 가지 두 개바께 업씀미까 이 근처에는	산 산은 뭐 한두 가지 두 개밖에 없습니까 이 근처에는
에혜예	예예
감태보이라 그능 거또저 감태봉은 맹 응 맹 학쩡보 산줄기이께네 끄언	감태봉이라 그러는 것도저 감태봉은 역시 응 역시 학정봉 산줄기니까 거기는
그어느 머 감태봉어 웨 감태봉임미까	거기는 뭐 감태봉은 왜 감태봉입니까
그기 옌나레 그으 으 끄 그 사네 대해 가지으우 읻 저 유래가 그미은 저 양밤 말뜨나 그 인제 그으 감투럴 마이 해따 그래 가주 감투보이라 큰다꼬도 어아 보늠 모애이세이 그래이	그게 옛날에 그그 그 산에 대해 가지고 이저 유래라 그러면 저 양반 말마따나 그 인제 그 감투를 많이 했다 그래 가지고 감태봉이라 그런다고도아 보는 모양일세 그래 예
거염 하저 학짱봉이 이꼬 호골사니 이꼬	그러면 학저 학정봉이있고 호골산이 있고
사니 이꼬	산이 있고
그다이미 감투봉 이꼬	그 다음에 감태봉 있고
고다임미 머 엉 이 감투봉이고	그 다음에 뭐이 감태봉이고
에머 다름 머 사으넉 크게 사니 그르케 여기너	어뭐 다른 뭐 산은 크게 산이 그렇게 여기는
업찌 머여	없지 뭐요
으 드리 널브서 잘 업쩐	어 들이 넓어서 잘 없지요
어이 어이예	예예예
혹시 골짜기 골짜기에 대해서 머 아심면 머 여 이 동네 골짜기 이르메 대  해서 인는 대로 함 이야기해 주십쑈	혹시 골짜기 골짜기에 대해서 뭐 아시면 뭐여기 이 동네 골짜기 이름에 대해서 있는 대로 한 번 이야기해 주십시오
요 디 꼬오릉 바로 드간느 산수꼬르어 그으고 은 저짜아 드가능 건능 건 머응어 신시꼬르에 글고 저 우에 가서느 모꼬리라 그으공 윽 그래 부른데 귿뜨슨 모르게썽언	요기 뒷 골에 바로 들어간 곳은 산수골이라고 그러고저쪽으로 들어간 것은 뭐신시골이라고 그러고 저 위에 가서는 못골이라 그러고 어그렇게 부르는데 그 뜻은 모르겠어
먼 띠므 그런지	음 뭐 때문에 그러는지
사 산시꼬리여	산 산수골이요
산수꼬염	어 산수골
산수꼬리르 산수꼬엠	산수골이야 산수골
웨으 산수꼬른 머 웨 그런지름 모르은다 그지에	왜 산수골은 뭐 왜 그런지는 모른다 그렇지요
모르제 그케용	모르지 그러게요
그다으미 산수꼬 리꼬 그다엠 모꼴 리꼬	그 다음에 산수골이 있고 그 다음에 못골이 있고
모꼬 리꽁	못골 있고
모꼴도 뜨슨 잘 모름미까	못골도 뜻은 잘 모릅니까
웨 모꼬린지	왜 못골인지
그르쩨으에 그에 지금도 모선 이이써써 거게가 모꼬 저 모꼬레아	그렇지어 그 지금도 못은 있어 거기에 못 저 못골에
요래 쩌 그 머 물 땔라끄 노네 물 때앤 내애 머 어어 즈 인저 쪼끄머 인제그이 이쓰께쩨	요래 저 그 뭐 물 대려고 논에 물을 대 내는 뭐저 인제 조그만 인제 그게 있었겠지
또 여게는 디 그르코	또 여기는 저 그렇고
여 산수꼬른 근 믄 자시 모르게써 그 사네서 무리 난다구 산수꼬라 그르 짠나구 나는 생가깐데 귿 뜨슨 확씨리 모르게써에	여기 산수골은 그것은 뭐 자세히모르겠어 그 산에서 물이 나온다고 산수골이라 그랬지 않나 하고 나는 생각하는데그 뜻은 확실히 모르겠어요
그다엠 모 모꼴레늠 모시 예저넫 이스꺼 지음도 조그만항 게 이꼬 그다음메 여쭈어 산수꼬리고 그담 저쭈게 신시꼴 그래쓰미	그 다음 못 못골에는 못이예전에 있었고 지금도 조그만한 게 있고 그 다음에 요쪽에 산수골이고 그 다음 저쪽에 신시골 그랬습니까
신시꼴 씨에이 시내그 신시골	어 신시골 신 신 신시골
그거는 자시 모르게써 금 무 웨 신시꼬러 그은지	그것은 자세히 모르겠어그 뭐 왜 신시골이라 그랬는지
자시 모르게써여 그 뜨선 모르게따꼬	자세히 모르겠어요 그 뜻은 모르겠다고
여게느 그름 표시기 이쓰이께네 이으 저으도 무리 나이게 산수꼬리고 저짜아늠 모시 이께느 모꼬래 그르따욱 보는데 현재도 그언 이쓰이께네	여기는 그런 표식이 있으니까 이 저기에도 물이 나니까 산수골이고 저쪽에는 못이 있으니까못골이라 그랬다고 보는데 현재도 그것은 있으니까
그릉꺼 어째뜬 점부 골짜기너 주로 그런 머 디 꼬홀모꼴 산수꼴	그러니까 어쨌든 전부 골짜기는 주로 그런 뭐 뒷 골못골 산수골
산수꼴 시내시꼴	산수골 신시골
신시꼴	신시골
평꼴	신시골 예
이을 세 개가 이꼬 머 또 다릉 꼴짜기는 잘 업씀미까	이렇게 세 개가 있고뭐 또 다른 골짜기는 잘 없습니까
업써 다릉 골싸기 그 머 어데 다는 몰씨더 그	없어 다른 골짜기 그 뭐 어디 다는 모르겠습니다 그
사니 그르케 만치가 아너서	산이 그렇게 많지가 않아서
예아	예
그러며 혹씨 여기 들강은 강에으 강은 여기 쫌 이씀미까	그러면 혹시여기 들강은 강 강은 여기 좀 있습니까
강에이 아이래 여 내성천 거랑이지 머예	강이 아니라 여기 내성천 개울이지 뭐요
내성처네서 나오능 거이기 이게 흘러 가주고 저 예천 아프로 저리 간데 이게 내성처니러 강이라 그진 난내 여 내성천 또라이라 그르지	내성천에서나오는 것이 이게 흘러 가지고 저 예천 앞으로 저리 가는데 이게 내성천이라 강이라 그러지는 안 안 해 여기 내성천 도랑이라 그러지
그어므 여기 지옴 봉화 읍내 아프로 흐르능 큰 이게	그러면 여기 지금 봉화읍내 앞으로 흐르는 큰 이게
내성처니지요	내성천이지요
내성처니고 그다으메 혹씨 이내성처느로 흘러 드르가는 조옴만한 그랑이나 이렁 건 업씀미까	내성천이고 그다음에 혹시 이내성천으로 흘러 들어가는 조그만한 개울이나 이런 것은 없습니까
여어서 나어능 게 저 정꼴써 나오능 게 쪼매항 게 이 이 이 아프르도 내리가능 게 쪼매낭 건 이써도우 그건느 이르미 업짜네 그건능	여기에서 나오는 게저 정골에서 나오는 게 조그마한 게 이 이 이 앞으로도 내려가는 게 조그마한 것은 있어도 그것은 이름이 없잖아 그것은
그르지 기냥 거라이라 그르지 머요	그렇지 그냥 개울이라 그러지 뭐요
매병처니러 글기드 하구 머으 그른데응엥으 연 우리 동네 어이 그 거압 또라이라 그기도 하고 그래 응에 근	매봉천이라 그러기도 하고 뭐 그런데예여기는 우리 동네그 그 앞 도랑이라 그러기도 하고 그래그
절루 아프로 가니까 압 또랑이라구  그지에	아 저리로 앞으로 가니까앞 도랑이라고  그렇지요
예 이이예	예예예
압 아페 스네 압 또랑을 마니	압 앞에 있으니 앞 도랑을 많이
그 어디 그으그너 어디서 흘러나온다고에	그 어디 그것은 어디에서 흘러나온다고요
매봉사네서 나와 매봉	매봉산에서 나와 매봉산
매봉사네서	매봉산에서
매봉사는 아업 어디 멈	매봉산은어디 멉니까
무량	물야면
아이래이 여 맹 봉화군 무랴며니	아니야 여기 역시 봉화군 물야면
며니 다르당게 쪼끄믕 고 등을 너머가믄 무랴며니데 거계서 수우니 내리온다 그래 가주우 인제 그 매벵처네서 나온다 그렁에	면이 다른데 조그마한 그 산등을 넘어가면 물야면인데 거기에서 수원이 내려온다 그래 가지고 인제 그 매봉천에서나온다 그러는 거야
끄암 매병처니고 끄다음메쪼움 저네 어르싱께서 이야기하시기로너 정꼬레서 흘러나온다 핸더이 정고른 어뎀미까	그러면 매봉천이고 그다음에조금전에 어르신께서 이야기하시기로는 정골에서 흘러나온다고 했는데 정골은 어딥니까
정꼬르아 그능 그느 인제 매뵹산 바로 여핀데 그 동네 옌나레 거 이딩 머에 거 거에 즈 쯔겓 쯔읻 저릉 걸 머 그락또 맨드고 마엗 므얼 꾸움몸 매이라	정골이라 그러는 것은 인제 매봉산 바로 옆인데 그 동네에서 옛날에 그 이 뭐 어그 그 저 저 저 저런 것을 뭐 그릇도 만들고 말이야 무엇을 구웠는 모양이야
끄으 정꼬리러 그른 므네	그래서 정골이라 그런 모양이야
옹기도 꾸우꼬 머 이릉 걸 꾸우 가주 인제 그 동네얼 정꼴 동네라 그르따꼬 얘기하고	옹기도 굽고 뭐 이런 것을 구워 가지고 인제 그 동네를 정골 동네라그랬다고 말하고
그 인제 월리느 인제 에으 그어서 매병천하꼬 그 동네학 함몽 내려오능 무리래	그 인제 원리는 인제그 매봉천하고 그 동네하고 한목에 내려오는 물이야
그아므 그 정꼬리라능 고시 에어 거기 어디 동네 이르미다 그지야	아 그러면 그 정골이라는 곳이거기 어디 동네 이름이다 그렇지요
동네 이르미래염	예 동네 이름이에요
동네 이르미래여	동네 이름이에요
그 해저삼니라 그으기도 하고 그래임 머에	그 해저삼리라 그러기도 하고 그래요 뭐요
해저삼니고	아 해저삼리고
예아	예
해저이리도 그람 이씀미까	해저이리도 그러면 있습니까
이리인 여얻 어으 소라 나베 기 역쩐 아페	이리는 여기솔안 앞에그 역 앞에
여 가페가 거 그 퍼게 인제 해저이리고 여어가 일리고 그래로	역 앞에 거기그 그게 인제 해저이리고 여기가 일리고 그래로
그업 검 해저 지움 해저이어 거 혀에 행정명으로너 행정 이르므로	그 그러면 해저 지금 해저 그 행 행정명으로는 행정 이름으로는
해저일 리 삼니야이	해저일리 해저이리 해저삼리에요
해저일 리 삼니래여	해저일리 해저이리 해저삼리에요
이 쯔 요우게 그아므 해저일리넘 바라미고	이 저 요기 그러면 해저일리는 바라미고
바라미공	바라미고
그더음메 해저이리는 머러라고 부름	그 다음에 해저이리는 뭐라고 부릅니까
소라니라 그애찌 소르	솔안이라 그랬지 솔안
소라	솔안
역쩐 아페 소란	예 역 앞에 솔안
소라는 웨 소란닌지	솔안은 왜 솔안인지
이 솔뚱저니 이따 그래 가주우 소라니라 그르따 그래드라고예	이 소나무가있다고 그래 가지고 솔안이라 그랬다 그러더라고요
무스 무스은녜	무슨 무슨요
소리 소낭기 시머노응 게 마리장겨 아뻬 드 라뻬 거 요새 거이 여기 생기뿌레 가주우 그르채이 그어 소리 서 이써써요	솔이 소나무 심어놓은 게 말이야앞에 들 앞에 거기 요새 거기에 역이 생겨 버려 가지고 그렇지 거기에 소나무가 서있었어요
그래 소라니러 그르따 그래이띠더	그래서 솔안이라고 그랬다고 그러다라고요
그아믄 솔 그 소나무를 시르 나앋 소나무거 시르머 나으니가 소나무 안쪼기라 해서 소란닝고	그러면 솔 그 소나무를 심어 놓은 소나무를 심어 놓았으니까소나무 안쪽이라 해서 솔안이고
으에 소란소란 동네러 그으꼬이	예 솔안솔안 동네라고 그러고
소란 동네라 하고	솔안 동네라 하고
그다음 해저삼니느 아까 이야기핻따시피 고	그 다음 해저삼리는 아까 이야기했다시피 그
